Date,Title,Outlet,Content
2019,Fault Ride-Through of Fractional Frequency Offshore Wind Power System Based on Modular Multilevel Matrix Converter,APAP 2019 - 8th IEEE International Conference on Advanced Power System Automation and Protection,"fault ride-through ( frt ) capac becom import grid requir fraction frequenc offshor wind power system ( ffowp ) base modular multilevel matrix convert ( m3c ) . paper , novel joint fault ride-through strategi propos , employ land grid voltag versu offshor grid frequenc droop control m3c . , control system wind turbin adjust gener activ power wind base offshor grid frequenc . differ form previou research , propos joint control method maintain stabil m3c dc capacitor voltag premis satisfi reactiv power support grid fault condit . simul result valid fault ride-through capabl ffowp matlab/simulink . © 2019 ieee ."
2020,Addressing cybersecurity in Energy Islands,"30th European Safety and Reliability Conference, ESREL 2020 and 15th Probabilistic Safety Assessment and Management Conference, PSAM 2020","address cybersecur threat energi island balanc technic infrastructur asset risk busi need protect data unwant unintent inform disclosur . everi organ implement smart grid function address cybersecur issu divers complex organ . especi reli exist legaci system infrastructur interoper new asset connect smart grid . potenti introduc new oper risk oper . paper summar identifi cybersecur risk relev energi island identifi develop phase e-land toolbox . risk includ local energi system oper 's exposur exist legaci oper system infrastructur , secur privaci concern multi-cloud environ , asset harden integr requir , establish common baselin network secur best practic , data ownership manag name . risk discuss detail exemplifi gener use case exampl suggest mitig risk provid . copyright © esrel2020-psam15 organizers.publish research publish , singapor ."
2018,On modeling-based elements of an intelligent system for cost-effective dispatching of energy islands with photovoltaic sourcing,International Scientific and Technical Conference on Computer Sciences and Information Technologies,"paper introduc charact aim construct intellig cost-effect dispatch system busi energi island renew sourc . idea combin cost-effect energy-inform dispatch energi island renew sourc . import emphas energy-inform effici dispatch approach consid on-lin , medium long-term time lag . principl propos approach base induct model method . © 2018 ieee ."
2018,Innovative energy islands: Life-cycle cost-benefit analysis for battery energy storage,Sustainability (Switzerland),"citi concentr econom , social , technic asset , fundament address climat chang challeng . renew energi sourc grow fast citi mitig greenhous ga emiss respons challeng . transit urban decentr energi share technic econom characterist energi island . reflect island energi system essenti oper off-grid modu operandi offer lesson small-scal urban system . expans urban area , commun , especi small-scal one , sometim away main power infrastructur . provid power suppli commun would requir signific invest exist power system , either improv grid infrastructur power suppli facil . energi island time lent energi innov includ smart grid batteri storag applic . research conceptu urban energi commun benefit knowledg transfer energi island sever front . specif put forward life-cycl cost-benefit analysi model evalu econom batteri storag system use small commun life-cycl perspect . research put forward novel cost-benefit analysi model . result show inclus extern improv econom valu batteri system significantli . nevertheless , econom perform still larg depend sever paramet , includ capac cost , discharg price , charg cost . conclud exist electr price structur ( e.g. , use household electr price benchmark ) struggl guarante suffici econom return except favor circumst ; therefor , government support deem necessari . © 2018 author ."
2018,The Lee Rowan School of Power Plant Technology,Power,"williamson colleg trade ' power plant technolog program provid hands-on train learner within student-run power plant , known `` energi island . '' program , student expos innov power technolog , includ combin heat power system , gener electr school 's grid suppli steam distribut network serv sever campu build . specif , student lee rowan school power plant technolog gain valuabl practic experi , prepar posit power util industri oper colleg power plant mainten util . graduat program hire util , industri power facil , refineri , manufactur , consult firm power plant oper , stationari engin , field servic technician , instrument control technician , electrical/mechan mainten technician . student learn nuclear , fossil fuel , hydroelectr , combin cycl , power gener system theori , well basic principl electr , electr power , motor control , wire diagram , engin mechan , mechan electr system ."
2020,Low-Carbon Community Adaptive Energy Management Optimization Toward Smart Services,IEEE Transactions on Industrial Informatics,"rapid develop societi economi increas serious environment problem , renew energi high-qual energi servic low-carbon commun becom popular research topic . howev , larg number volatil distribut gener power system commun connect grid . difficult stabil effici interact fragment isol energi manag system , difficult meet energi manag need term low-carbon emiss , stabil , intellig . therefor , consid oper cost , pollut control cost , energi stabil , plug-in hybrid electr vehicl , articl propos region energi suppli model call commun energi internet build low-carbon commun energi adapt manag model smart servic . , address energi suppli instabl , adapt feedback control mechan develop base model predict control introduc adapt chang environ . final , long short-term memory-recurr neural network-bas tabu search introduc prevent multiobject particl swarm optim algorithm easili fall local optimum . simul result show propos model effect realiz optim alloc energi , solv problem fragment energi island caus distribut power access . method qualiti servic benefit user , cost , time , stabil , realiz wide interconnect , high intellig , low-carbon effici commun energi manag . © 2005-2012 ieee ."
2019,Why not wye-wye transformers?,"2019 IEEE Petroleum and Chemical Industry Committee Conference, PCIC 2019","2013 campu consist 14 build associ wye-wy transform rang 500 1000 kva , experienc first five year , five transform failur one transform fail twice . campu constantli expand . discuss investig failur began type engin design firm , type distribut system , also variou transform avail , analysi servic entranc equip . campu distribut system analyz , comparison made type distribut system along system protect , includ individu transform ' protect . type system ground variou secondari low-voltag ground configur analyz document paper . action taken past five year decreas elimin infant mortal transform document result present . paper also discuss williamson colleg trade ' construct independ energi island interconnect local util involv wye-wy transform . © 2019 ieee ."
2020,Hierarchical Multi-objective Safety Margin Optimization of Renewable Energy Island Collecting Delivery System by VSC-HVDC; [新能源柔直汇集系统的分层多目标安全裕度优化],Dianwang Jishu/Power System Technology,"large-scal renew gener integr dc power grid two hot subject futur power grid . renew gener cluster connect voltag sourc convert ( vsc ) station , control mode vf , form renew energi island collet deliveri system base high voltag direct current vsc ( vsc-hvdc ) . compar ac deliveri mode , mode higher control better adapt , voltag support domin control strategi vsc station coordin reactiv voltag control ac collect network . howev , optim safeti margin vsc station becom key problem affect system secur may chang rapidli work condit caus strong fluctuat renew energi . paper propos multi-object optim method safeti margin vsc station base station-network coordin . voltag point common coupl ( pcc ) use inter layer exchang variabl . voltag pcc determin reactiv voltag safeti margin optim vsc station upper layer , econom optim renew collect network achiev base voltag pcc lower layer . way optim safeti margin realiz satisfi need multipl object , like network loss , reactiv voltag safeti . final , simul verifi propos optim strategi get high stabl safeti margin differ work condit base renew energi deliveri system actual vsc-hvdc project . © 2020 , power system technolog press . right reserv ."
2019,A preliminary techno-economic comparison between a grid-connected and non-grid connected offshore floating wind farm,"2019 Offshore Energy and Storage Summit, OSES 2019","non-grid connect ( ngc ) float offshor wind ( ow ) turbin signifi solut harvest wind energi far offshor , address key issu includ deep water lack grid connect , also exploit higher capac factor . toward direct , on-board energi storag form hydrogen product one promis solut , often cite literatur . studi aim perform preliminari techno-econom analysi assess trade-off , term cost , far offshor grid-connect ( gc ) float wind farm ngc wind farm integr electrolys product hydrogen . end , lifecycl techno-econom model coupl om model develop offshor wind instal employ . model appli hypothet wind farm locat 200km shore . gc system , om cost along cost acquisit electr system ( offshor cabl offshor substat ) appear main contributor levelis cost electr ( lcoe ) . far ngc system concern , conclud higher annual capac factor ( > 60 % ) could potenti achiev viabil invest . © 2019 ieee ."
2020,A New Control Scheme for Fast Frequency Support from HVDC Connected Offshore Wind Farm in Low-Inertia System,IEEE Transactions on Sustainable Energy,"large-scal renew energi integr consequ displac synchron machin result low system inertia . low system inertia lead high rate chang frequenc , higher frequenc nadir , potenti requir higher primari frequenc reserv stabilis system frequenc follow sudden gener shortfal . address frequenc stabil issu wind energi integr system , paper propos new realist control strategi inerti primari frequenc support hvdc connect offshor wind farm ( owf ) . propos control strategi , base offshor ac voltag control address limit high rate frequenc chang offshor grid , also result frequenc deviat offshor grid provid frequenc support main grid . propos control strategi robust frequenc deviat main grid , utilis hvdc convert map onshor frequenc variat voltag variat offshor grid , thu enabl adequ inerti primari frequenc support owf . propos control strategi test two test system result compar convent method demonstr robust , effect reliabl propos frequenc support strategi . © 2010-2012 ieee ."
2019,Modeling and Analysis of a Novel Grid Connection Topology for Offshore Wind Farms using MMC-HVDC Transmission,IEEE Power and Energy Society General Meeting,"meet goal pari agreement , netherland integr larg amount offshor wind energi power system ambiti plan come year . grid topolog transmiss capac 1 gw connect offshor wind farm ( owf ) distanc close 100 km standard , modular , cost-effici manner focu paper . electromagnet transient ( emt ) model built pscad owf connect 66-kv cabl central offshor platform transmiss link capac 1050 mw . 66-kv cabl coupl three convert transform connect valv side 66-kv side . link onshor transmiss network use vsc-hvdc technolog mmc topolog . dynam perform analysi done obtain complet overview understand overal behavior . © 2019 ieee ."
2019,Mathematical harmonic model of VSC HVDC for offshore applications,IET Conference Publications,"hvdc transmiss modular multilevel convert ( mmc ) technolog frequent use connect weak offshor grid . system , advers harmon reson instabl occur due interact differ power electron convert grid . model hvdc convert describ harmon behaviour need hvdc manufactur design stage requir transmiss system oper allow predict interact impact grid . paper describ one model . aim comprehens tool analys predict harmon interact combin control system , normal repres dq frame , power system , normal analys positive-neg sequenc frame . methodolog appli devic connect power system captur key aspect harmon interact includ cross-coupl harmon frequenc . moreov , tool enabl design robust control system . process describ paper appli typic mmc-hvdc convert connect offshor grid . mathemat model valid pscad simul , practic case studi shown . © 2019 institut engin technology.al right reserv ."
2019,Application of point on wave controlled switching on high voltage systems for weak offshore grids,"Society of Petroleum Engineers - Abu Dhabi International Petroleum Exhibition and Conference 2018, ADIPEC 2018","offshor oil ga island , site gener run independ often util . site gener benefit also pose drawback may problem . due instabl weak offshor grid , grid disturb may caus power outag , voltag fluctuat , chang frequenc , blackout …etc . easili felt consum also impact perform servic life electr equip . studi perform examin differ method improv reliabl overal network . circuit breaker design react open close circuit soon command receiv . , circuit breaker go tremend high stress ultim may caus produc arc . phenomenon mitig reduc use control switch . technolog involv pre-defin control strategi open close circuit breaker pole independ . control switch methodolog use minim stress circuit breaker , prevent failur electr equip improv power qualiti without affect overal grid . new cost effect technolog help reduc disturb improv electr reliabl end consum . high voltag shunt reactor , subsea cabl transform energ de-energ caus high inrush current system . power system studi softwar util identifi load provid optimum benefit implement control switch applic . paper address benefit use control switch high voltag circuit breaker weak offshor grid . paper also studi applic advantag control switch 132kv long subsea cabl transform feeder wherein high inrush current expect show outcom research result actual scenario implement . © copyright 2018 , societi petroleum engin ."
2020,North Sea offshore grid development: Combined optimisation of grid and generation investments towards 2050,IET Renewable Power Generation,"north sea region offer larg amount invest offshor wind gener sever interconnect line locat area , plan . optim transmiss gener invest model region toward 2050 . project-bas scenario , offshor wind power plant connect individu , first analys . , integr offshor grid model investig viabil connect futur transmiss offshor wind gener invest . two scenario compar . shown go toward integr solut increas offshor wind invest sever gw , germani see biggest differ two scenario . shown integr solut lead overal cost minimis show somewhat higher variabl renew energi gener 2050 compar project-bas scenario . © institut engin technolog 2019"
2020,Addressing cybersecurity in energy islands,Proceedings of the 30th European Safety and Reliability Conference and the 15th Probabilistic Safety Assessment and Management Conference,"address cybersecur threat energi island balanc technic infrastructur asset risk busi need protect data unwant unintent inform disclosur . everi organ implement smart grid function address cybersecur issu divers complex organ . especi reli exist legaci system infrastructur interoper new asset connect smart grid . potenti introduc new oper risk oper . paper summar identifi cybersecur risk relev energi island identifi develop phase e-land toolbox . risk includ local energi system oper ’ exposur exist legaci oper system infrastructur , secur privaci concern multi-cloud environ , asset harden integr requir , establish common baselin network secur best practic , data ownership manag name . risk discuss detail exemplifi gener use case exampl suggest mitig risk provid . © esrel 2020-psam15 organ . publish research publish , singapor ."
2018,Extended Current Limitation for Unbalanced Faults in MMC-HVDC-Connected Wind Power Plants,IEEE Transactions on Power Delivery,"modular multilevel convert ( mmc ) current use number high-voltag dc ( hvdc ) project connect remot offshor wind power plant shore . applic , offshor hvdc voltage-sourc convert provid refer voltag frequenc , , grid-form oper mode . fault ride situat , howev , convert reactiv current increas limit protect equip . time , inject maximum current offshor grid advantag fault detect isol circuit breaker maintain voltag level . state-of-the-art current limit might underus convert capabl grid-form oper mode specif unbalanc condit . paper propos extend limit method convert current refer condit . demonstr propos method improv voltag current profil . addit , impact intern mmc outlin . dynam simul conduct valid propos extend limit two oper scenario . result demonstr enhanc util mmc capabl , better voltag profil , improv transient behavior mmc propos extend limit compar normal limit specif unbalanc condit . © 1986-2012 ieee ."
2019,Dressing for the Anthropocene*: A future history,Eceee Summer Study Proceedings,"paper present analys base data two h2020 project coordin author . echo , energi choic consum studi multilevel perspect , includ particularli question , choic frame group choic ( e.g. , choic peopl live particular region , citi countri ) differ choic frame individu choic . result repres multin survey 18,000 respond conduct eu member state plu switzerland , turkey , norway present . survey , onlin experi conduct manipul predictor energi save behavior introduc choic connect peopl region , countri , european union . analys show intent support energi transit energi save behavior impact degre person embrac environment ident , feel moral oblig ( person norm ) , feel individu efficaci , also social norm degre identif peopl respect geograph entiti ( municip , countri , eu ) . citizen differ countri differ strongli degre identifi municip eu relat countri degre strong perceiv social norm individu efficaci municip countri relat eu . wherea identif eu usual rather low countri , social norm save energi experienc stronger eu level lower level . also , efficaci perceiv higher eu level . find supplement preliminari find smarte project , studi diffus five type social innov energi ( inclus mobil plan , energi autonom island , introduc car-fre “ superblock ” citi , citi quarter revit energi effectiv , fight fuel poverti participatori energi effici plan ) . paper , first find ongo social network analys social innov case present , outlin key actor innov case – underlin import function commun , interact decision-mak group . two case select ( danish “ energi island ” samsø swedish eco-neighbourhood augustenborg malmö ) . case , becom obviou success social energi innov requir collabor complex network actor sit key posit social network . long term restructur local societi requir individu abil engag larger fraction divers network differ actor . across project , paper make strong case studi consumer-driven energi choic toward energi suffici innov social system perspect , rather technolog overli individualist perspect . © 2019 european council energi effici economi . right reserv ."
2018,The University of Genoa Smart City Demo Site,"2018 110th AEIT International Annual Conference, AEIT 2018","present contribut devot describ detail smart citi sustain energi live lab ( ) univers genoa conceiv posit insid savona campu research teach facil . reli research demonstr activ relat use special infrastructur smart polygener microgrid ( spm ) smart energi build ( seb ) , built fundament contribut italian ministri educ , univers research ministri environ , land sea protect . jointli oper italian dso enel s.p.a. 'open air ' demo site test grid/off grid electr transit ( sustain urban energi island ) potenti new servic strictli relat wide deploy ' e-citi ' technolog solut ( v2g , v2h , e-hom smart applianc ) . present paper mainli focus model develop studi portion spm island configur ; main result analysi report discuss order highlight stabil load share issu . © 2018 aeit ."
2019,Generalized Building Energy Efficiency and New Energy Utilization,E3S Web of Conferences,"develop human societi non-stop gear , way use energi futur . use resourc reason effect pressur face . increas popul problem resourc alloc - insuffici inventori tradit energi sourc . econom develop double-sid blade , ecolog environment protect focu . research develop new energi renew energi way block depend tradit energi sourc . inevit way human be coexist harmoni ecolog futur . develop construct industri also brought greater proport energi consumpt . build heat , ventil , air condit light account one-third total energi consumpt . carbon dioxid emiss construct industri account half total emiss , great impact environ . broad definit build energi conserv propos , signific use new energi build energi conserv expand perspect macro environ , includ use integr energi , solar energi , energi island achiev zero energi consumpt build energi conserv . construct effect promot develop zero energi consumpt term life cycl environment protect . © author , publish edp scienc , 2019 ."
2019,Stakeholder consultation and nature inclusive design of the offshore grid,CIGRE Science and Engineering,"paper , tennet elabor idea relat offshor grid eco-design : cooper environment organis , valu offshor data gather , re-assess offshor grid concept natur inclus design perspect . tennet , sinc start offshor grid develop 2013 , cooper extern stakehold like govern , offshor wind sector environment organis key . sever consult session suggest requir gather appli design ( spatial ) planning/licens phase offshor grid concept . time ( 2014-2016 ) , cost reduct lead factor . amongst other , cooper rijkswaterstaat initi , creat so-cal maritim inform servic point offshor data gather . servic societ benefit coordin data becom publicli avail , e.g . meteo data bird & bat monitor . sinc 2013 , tennet gather insight sever project specif environment impact assess , result requir permit licens offshor grid project . base experi far , tennet re-assess standardis offshor grid concept term opportun natur enhanc ecolog monitor . wherea cost reduct still import driver , addit idea use offshor grid infrastructur realis opportun increas natur divers achiev addit societ benefit evolv . natur inclus design measur identifi topsid ( bird deck ) , jacket ( biocag ) along cabl rout within safeti zone platform ( hard substrat structur ) . expect measur integr earli stage , ad limit cost risk compar project invest . ultim object enhanc natur inclus design increment part technic design ( spatial ) planning/licens phase offshor grid . © 2019 , cigr . right reserv ."
2019,Synergy between smart energy systems simulation tools for greening small Mediterranean islands,Renewable Energy,"sever island around world face common challeng term high energi cost , local co2 emiss , secur suppli system stabil . eu , mani island becom site energi innov , bet renew energi sourc win choic meet energi need . framework , renew energi play key role support transit small island autonom , cleaner low-carbon energi system – line overal eu energi union packag eu2030 goal . studi examin suitabl use hybrid energi system compris photovolta system , wind turbin , biomass diesel gener meet electr demand favignana island , increas penetr renew local electr grid . addit , energi scenario simul aim identifi forese energy-environment improv associ mutual merg energi sector , transport heat sector . consequ , renew capac firm issu strongli mitig integr new energi demand compon . thu , work show system overview outcom relat differ energi mix layout , vari re share valu compat local grid electrotechn constraint . furthermor , paper studi impact introduct electr vehicl island car fleet energi system . smart energi system 's compon size studi energi econom point view mean two differ softwar ( i.e . energyplan homer ) . © 2018 elsevi ltd"
2020,The Insulating Properties of Polypropylene Blends Modified by ULDPE and Graphene for HVDC Cables,Polymer Insulation Applied for HVDC Transmission,"hvdc cabl transmiss play import role urban center power suppli , large-scal util distribut energi , island cross sea power transmiss . thermoplast polypropylen ( pp ) materi excel heat resist insul perform , recycl . howev , suitabl appli pp directli cabl insul low temperatur impact brittl . chapter , polypropylen blend vinyl elastom uldp improv mechan tough . optim proport pp/uldp blend determin melt crystal behavior , mechan tensil properti , trap distribut characterist , space charg , conduct breakdown properti blend . , pp/uldp blend differ amount nano graphen prepar . space charg , electr conduct breakdown strength pp nano graphen modifi composit differ temperatur measur analyz . base isotherm discharg current method , trap distribut characterist pp/uldpe/graphen nanocomposit obtain studi relationship space charg , electr conduct , breakdown strength nano graphenen . © editor ( ) ( applic ) author ( ) , exclus licens springer natur singapor pte ltd. 2021 , correct public 2021 ."
2018,Storifying Samsø’s Renewable Energy Transition,Science as Culture,"joint commun effort denmark ’ renew energi island samsø becam self-suffici renew energi period 10 year 1997 2007 . today , stori samsø ’ success energi transit becom global export wide known model commun build , public particip share ownership renew energi technolog transit process . allow samsø narr travel wide effect ‘ transit stori ’ creat island ’ effort . transit stori , howev , becom fix year assum ideal-typ charact . meanwhil , challeng cost inher complic socio-materi process transit underestim larg forgotten . transit stori inde inspir , ideal-typ narr may stand way develop local energi transit , challeng element process downplay strengthen narr power stori . ethnograph stori samsø complic island ’ transit narr add nuanc samsø stori , highlight discrep problemat effect well-craft transit narr . tendenc toward ‘ storif ’ transit process restrict samsø ; employ tactic environment organ oper global . © 2017 process press ."
2018,North Seas Offshore Network (NSON): Challenges and its way forward,Journal of Physics: Conference Series,"serv twofold purpos , integr offshor grid facilit connect offshor wind gener onshor network well interconnect asynchron market area power trade . grow amount offshor wind gener deploy northern europ , relev north sea offshor network ( nson ) increas , particularli light high cross-sector decarbonis target . investig futur deploy offshor grid north sea , nation nson project germani develop close link model chain involv sever stage : market- technology-bas grid plan , offshor grid valid , onshor grid repercuss . follow introduct nson initi , comprehens overview model stage given . import subject research could identifi work nson-d project discuss afterward . main issu includ flexibl uncertainti futur energi system , market integr , cost-benefit share , well robust grid plan enhanc grid oper method , especi combin ac/dc-network . © publish licenc iop publish ltd ."
2020,Effect of an Electric Vehicle Promotion Policy on China’s Islands: A Case Study of Hainan Island,Frontiers in Energy Research,"despit abund clean energi resourc island , energi suppli island mani countri region still depend high-voltag power grid neighbor contin high-cost fossil energi oil . china , increas demand privat gasolin vehicl call abund gasolin suppli , harm renew energi transform chines island . promot electr vehicl ( ev ) offer potenti solut . howev , larg island larg popul , insuffici electr suppli restrict resid ’ behavior , led difficulti promot clean energi vehicl . solv problem , 2019 , govern formul 11-year plan comprehens promot clean energi vehicl energi suppli side user demand side transform hainan island clean energi island . howev , predict report doubt . result , studi take hainan island china exampl . base data energi ev , greenhous ga emiss electr demand transport industri hainan island polici non-polici scenario calcul use gener substitut account model . base result , studi evalu expect effect hainan provinc ’ 11-year plan develop clean energi vehicl compar result report . polici implic base result also propos . studi combin island ’ energi structur applic ev expand evalu govern polici impact large-scal energi transform perspect energi suppli chain . also provid refer energi transform larg island . © copyright © 2020 xiao , chen , wang nie ."
2019,The integrated offshore grid in Europe: Exploring challenges for regional energy governance,Energy Research and Social Science,"deploy offshor wind power transmiss european north sea acceler . stakehold advoc region govern european grid expans , may evolv pan-european govern key develop integr , hybrid offshor project . howev , project still scarc . thu analyz govern north sea offshor grid expans use dimens level , implement oblig , implement discret . exploratori approach identifi five challeng . challeng relat 1 ) interact european region level ; 2 ) interact nation region level ; 3 ) particip non-european union countri ; 4 ) depend region plan nation develop plan , consid nation interest ; 5 ) interact cost alloc european financ project common interest . recent clean energi packag propos extens reform regul european power system . packag part energi union strategi focus energi climat polici ’ govern power system oper . thu , region govern offshor expans larg unalt , identifi challeng remain unaddress . © 2019 author"
2021,Performance analysis of a novel hybrid power generation system integrated diesel generator with compressed heat energy storage,International Journal of Green Energy,"time-depend energi demand energi island may frequent chang oper condit diesel gener ( dg ) , lead diesel engin oper off-design condit low effici . order make dg oper effici condit balanc mismatch energi suppli demand time , novel hybrid power gener system integr dg compress heat energi storag ( chest ) use sensibl latent thermal energi storag propos studi . overal effici propos system could improv due wast heat recoveri exhaust cool water . firstli , parametr analysi chest unit conduct select optim paramet condit chest unit . compar analysi tradit dg system propos dg-chest coupl system three oper strategi carri . result indic strategi , b , c could save fuel 45.48 kg ( 17.74 % ) , 44.22 kg ( 16.19 % ) , 38.89 kg ( 14.23 % ) day , correspond overal effici 28.02 % , 27.83 % , 26.22 % , respect , 20.89 % convent dg system . compar result among three strategi show discharg power index ( dpi ) discharg fraction ( df ) decreas increas control level load factor . © 2021 taylor & franci group , llc ."
2020,Analytical Small-Signal Modelling of Diode-Rectifier based HVDC Link Based on Physical Switching Actions of Diodes,"2020 IEEE 21st Workshop on Control and Modeling for Power Electronics, COMPEL 2020","diode-rectifi high-voltag direct-curr ( hvdc ) link provid cost-effect energi transport method far-offshor wind farm . howev , reli grid-form wind turbin stabil offshor grid . herein , establish analyt small-sign model diode-rectifi hvdc link , provid theoret base offshor grid control . propos model approach util physic switch action diod relat ac dc variabl diod rectifi , allow fulli preserv dynam passiv compon ac dc side , meanwhil accur captur frequency-coupl effect induc diod ' nonlinear switch action . accuraci propos small- signal model valid frequenc scan electromagnet transient ( emt ) time-domain simul . © 2020 ieee ."
2019,Requirements for interconnection of HVDC links with DC-DC converters,IECON Proceedings (Industrial Electronics Conference),"number high voltag direct current ( hvdc ) link continu increas year , , offshor applic bulk power transmiss long distanc . present paper evalu possibl develop direct current ( dc ) grid europ given present , futur , hvdc link . eight potenti case interconnect close link suggest start scenario multitermin network . need dc-dc convert special requir evalu function suggest interconnect . exampl , case studi chosen evalu behavior interconnect line commut convert ( lcc ) voltag sourc convert ( vsc ) link use front-to-front ( f2f ) isol convert . © 2019 ieee ."
2020,Robust local controllers design for the AC grid voltage control of an offshore wind farm,IFAC-PapersOnLine,"paper deal problem voltag control ac grid offshor wind farm mean sever convert , connect ac offshor grid point common coupl ( pcc ) differ transmiss line . propos control voltag simultan connect convert , i.e. , multipl actuat goal . howev , number oper convert chang wind farm oper dynam chang . thu , necessari assur stabil whole system differ scenario . order achiev global design implement strategi , propos use control paramet convert . kind wind farm topolog , address design control optim problem seek maxim robust uncertainti model transmiss line chang number connect wind turbin guarante stabil whole system differ scenario well given settl time . due propos design strategi necessari commun differ convert control need re-tun number connect convert chang . © 2020 author . open access articl cc by-nc-nd licens ( http : //creativecommons.org/licenses/by-nc-nd/4.0 )"
2018,Comparative study of two control strategies of a Multiterminal VSC-HVDC systems,"2018 7th International Conference on Systems and Control, ICSC 2018","voltag sourc convert high voltag direct current ( vsc-hvdc ) hope technolog futur smart grid offshor applic . use feed weak network kept compact , make appropri build connect offshor wind farm . feasibl applic proven project world . develop renew energi offshor wind energi well multipl hvdc link differ countri union european creat possibl build multi-termin hvdc ( mtdc ) offshor grid superimpos exist hvac network.thi paper focus hvdc transmiss system three termin consid plausibl project futur . main object paper demonstr control vsc-hvdc transmiss discuss exist princip control master slave voltag droop command . simul result show drawback traditionnel master slave control effect voltag droop control method . © 2018 ieee ."
2020,Implications of carbon price paths on energy security in four Baltic region countries,Energy Strategy Reviews,"energi secur one critic prioriti energi polici european union particularli baltic region current transform isol energi island highli interconnect area . paper , comprehens analysi energi secur estonia , finland , latvia , lithuania context energi transit present . paper explor region implic two path carbon price ( gradual delay carbon price increas ) . analysi perform link energi system optimis model probabilist model energi secur . model suit use assess resili plan energi system possibl disrupt . result demonstr carbon price path modest impact energi secur baltic countri energi secur measur implement optim way . research base case studi conduct framework european union 's horizon 2020 project reeem . © 2020"
2019,Study of harmonics created by a power flow controller in a meshed multi-terminal high voltage direct current grid,CIGRE Science and Engineering,"paper focus studi harmon gener power flow control ( pfc ) mesh multi-termin direct current ( mtdc ) grid . main goal identifi import relat switch frequenc pfc studi harmon propag throughout grid . simul model realist offshor grid paramet perform matlab/simulink . result show amplitud harmon creat pfc mtdc grid vari size depend pfc switch frequenc type reson harmon impedance-frequ respons grid . furthermor , amplitud harmon decreas along cabl . case studi consid , necessari choos pfc switch frequenc well includ filter pfc output avoid high-amplitud harmon . © 2019 , cigr . right reserv ."
2020,Network and market-aware bidding to maximize local RES usage and minimize cost in energy Islands with weak grid connections,Energies,"increas renew energi sourc re penetr today ’ energi island rural energi commun weak grid connect expect incur sever distribut network stabil problem ( i.e. , congest , voltag issu ) . tackl problem even challeng sinc re spillag minim energi cost minim local energi commun set major pre-requisit . paper , consid microgrid oper ( mgo ) : ( ) gradual decid optim mix re flexibl asset ’ ( flexasset ) size , site oper , ( ii ) respect physic distribut network constraint high re penetr context , ( iii ) abl bid strateg exist day-ahead energi market . model problem stackelberg game , express mathemat problem equilibrium constraint ( mpec ) , final transform tractabl mix integ linear program ( milp ) . perform evalu result show mgo lower cost bid strateg , coordin plan schedul flexasset result higher re util , well distribut network awar cost-effect re flexasset oper . © 2020 author . license mdpi , basel , switzerland ."
2019,A supra-national TSO to enhance offshore wind power development in the Baltic Sea? A legal and regulatory analysis,Energy Policy,"offshor wind power develop expect play import role meet eu climat target . integr offshor wind power , advanc offshor infrastructur mesh grid suggest optimis grid develop . mesh offshor grid refer integr offshor infrastructur offshor wind power hub interconnect sever countri oppos radial connect link wind farm one singl countri market . howev , develop mesh architectur hinder legal regulatori barrier . earlier research identifi lack cooper misalign nation legal regulatori framework main risk factor integr offshor network invest . purpos articl investig whether supra-n tso could facilit region cooper coordin invest develop mesh offshor grid . sever studi discuss case north sea , baltic sea region less attent despit larg offshor wind develop potenti . paper , multi-disciplinari approach combin legal dogmat regulatori econom use identifi exist barrier possibl solut . baltic sea countri use illustr . suggest legal regulatori recommend compli eu energi polici target sustain , competit reliabl . © 2019 author"
2019,Controlling strategies for meshed offshore DC collector grids,PCIM Europe Conference Proceedings,"grid integr futur wind farm far away shore demand effici energi transmiss system . moreov , growth gener power lead need transmiss line grid huge power transmiss capac . establish reliabl offshor grid low loss , hvdc system propos suitabl solut . direct coupl wind turbin gener system ( wtg ) dc collector grid consid avoid offshor ac collector grid larg reactiv loss . mesh grid lead possibl link differ offshor transmiss line one hand , hand , mesh grid robust disturb within grid singl transmiss line . paper present centralis decentralis method control mesh dc collector grid compar advantag disadvantag simul . © vde verlag gmbh · berlin · offenbach ."
2019,Coordinated start-up control and inter-converter oscillations damping for MMC-HVDC Grid,IEEE Access,"modular multilevel convert ( mmc ) -base high-voltag direct current ( hvdc ) grid promis technolog multipl offshor wind farm ( owf ) form interconnect offshor grid . howev , mmc-hvdc grid , convert termin connect owf could passiv pre-charg one connect activ ac network via dc line start-up process . condit , start-up process hvdc grid passive-sid convert becom significantli complic . paper , consid hvdc grid integr multipl passive-sid convert , investig start-up process three main contribut : 1 ) modifi nearest level modul ( nlm ) method propos passive-sid convert mitig inrush current deblock ; 2 ) base dc-side equival model , inter-convert reson oscil passive-sid convert analyz deblock , ; 3 ) oscil damp control propos provid electr damp inter-convert oscil passive-sid convert . simul result pscad/emtdc four-termin mmc-hvdc grid two termin connect owf verifi effect propos start-up control scheme . © 2013 ieee ."
